repo_name,repo_url
terraform-aws-webapp-networking,https://github.com/hashicorp/terraform-aws-webapp-networking
terraform-azure-labs,https://github.com/hashicorp/terraform-azure-labs
terraform-azurerm-boundary-enterprise-controller-hvd,https://github.com/hashicorp/terraform-azurerm-boundary-enterprise-controller-hvd
terraform-azurerm-boundary-enterprise-worker-hvd,https://github.com/hashicorp/terraform-azurerm-boundary-enterprise-worker-hvd
terraform-azurerm-consul,https://github.com/hashicorp/terraform-azurerm-consul
terraform-azurerm-consul-enterprise-hvd,https://github.com/hashicorp/terraform-azurerm-consul-enterprise-hvd
terraform-azurerm-hcp-consul,https://github.com/hashicorp/terraform-azurerm-hcp-consul
terraform-azurerm-nomad,https://github.com/hashicorp/terraform-azurerm-nomad
terraform-azurerm-terraform-enterprise,https://github.com/hashicorp/terraform-azurerm-terraform-enterprise
terraform-azurerm-terraform-enterprise-aks-hvd,https://github.com/hashicorp/terraform-azurerm-terraform-enterprise-aks-hvd
terraform-azurerm-terraform-enterprise-hvd,https://github.com/hashicorp/terraform-azurerm-terraform-enterprise-hvd
terraform-azurerm-vault,https://github.com/hashicorp/terraform-azurerm-vault
terraform-azurerm-vault-enterprise-hvd,https://github.com/hashicorp/terraform-azurerm-vault-enterprise-hvd
terraform-boundary-bootstrap-hvd,https://github.com/hashicorp/terraform-boundary-bootstrap-hvd
terraform-cdk,https://github.com/hashicorp/terraform-cdk
terraform-cdk-action,https://github.com/hashicorp/terraform-cdk-action
terraform-cdk-go,https://github.com/hashicorp/terraform-cdk-go
terraform-cidr-subnets,https://github.com/hashicorp/terraform-cidr-subnets
terraform-config-inspect,https://github.com/hashicorp/terraform-config-inspect
terraform-container-deploy-nomad,https://github.com/hashicorp/terraform-container-deploy-nomad
terraform-demo-animal,https://github.com/hashicorp/terraform-demo-animal
terraform-demos,https://github.com/hashicorp/terraform-demos
terraform-docs-agents,https://github.com/hashicorp/terraform-docs-agents
terraform-docs-common,https://github.com/hashicorp/terraform-docs-common
terraform-dynamic-credentials-setup-examples,https://github.com/hashicorp/terraform-dynamic-credentials-setup-examples
terraform-elasticache-example,https://github.com/hashicorp/terraform-elasticache-example
terraform-enterprise-helm,https://github.com/hashicorp/terraform-enterprise-helm
terraform-equivalence-testing,https://github.com/hashicorp/terraform-equivalence-testing
terraform-exec,https://github.com/hashicorp/terraform-exec
terraform-getting-started-gcp-cloud-shell,https://github.com/hashicorp/terraform-getting-started-gcp-cloud-shell
terraform-google-boundary-enterprise-controller-hvd,https://github.com/hashicorp/terraform-google-boundary-enterprise-controller-hvd
terraform-google-boundary-enterprise-worker-hvd,https://github.com/hashicorp/terraform-google-boundary-enterprise-worker-hvd
terraform-google-consul-enterprise-hvd,https://github.com/hashicorp/terraform-google-consul-enterprise-hvd
terraform-google-terraform-enterprise,https://github.com/hashicorp/terraform-google-terraform-enterprise
terraform-google-terraform-enterprise-gke-hvd,https://github.com/hashicorp/terraform-google-terraform-enterprise-gke-hvd
terraform-google-terraform-enterprise-hvd,https://github.com/hashicorp/terraform-google-terraform-enterprise-hvd
terraform-google-vault-enterprise-hvd,https://github.com/hashicorp/terraform-google-vault-enterprise-hvd
terraform-governance-demos,https://github.com/hashicorp/terraform-governance-demos
terraform-guides,https://github.com/hashicorp/terraform-guides
terraform-helm,https://github.com/hashicorp/terraform-helm
terraform-json,https://github.com/hashicorp/terraform-json
terraform-kubernetes-terraform-cloud-operator,https://github.com/hashicorp/terraform-kubernetes-terraform-cloud-operator
terraform-ls,https://github.com/hashicorp/terraform-ls
terraform-null-waypoint-template-starter,https://github.com/hashicorp/terraform-null-waypoint-template-starter
terraform-plugin-codegen-framework,https://github.com/hashicorp/terraform-plugin-codegen-framework
terraform-plugin-codegen-kubernetes,https://github.com/hashicorp/terraform-plugin-codegen-kubernetes
terraform-plugin-codegen-openapi,https://github.com/hashicorp/terraform-plugin-codegen-openapi
terraform-plugin-codegen-spec,https://github.com/hashicorp/terraform-plugin-codegen-spec
terraform-plugin-docs,https://github.com/hashicorp/terraform-plugin-docs
terraform-plugin-framework,https://github.com/hashicorp/terraform-plugin-framework
terraform-plugin-framework-jsontypes,https://github.com/hashicorp/terraform-plugin-framework-jsontypes
terraform-plugin-framework-nettypes,https://github.com/hashicorp/terraform-plugin-framework-nettypes
terraform-plugin-framework-timeouts,https://github.com/hashicorp/terraform-plugin-framework-timeouts
terraform-plugin-framework-timetypes,https://github.com/hashicorp/terraform-plugin-framework-timetypes
terraform-plugin-framework-validators,https://github.com/hashicorp/terraform-plugin-framework-validators
terraform-plugin-go,https://github.com/hashicorp/terraform-plugin-go
terraform-plugin-log,https://github.com/hashicorp/terraform-plugin-log
terraform-plugin-mux,https://github.com/hashicorp/terraform-plugin-mux
terraform-plugin-sdk,https://github.com/hashicorp/terraform-plugin-sdk
terraform-plugin-testing,https://github.com/hashicorp/terraform-plugin-testing
terraform-provider-ad,https://github.com/hashicorp/terraform-provider-ad
terraform-provider-archive,https://github.com/hashicorp/terraform-provider-archive
terraform-provider-assert,https://github.com/hashicorp/terraform-provider-assert
terraform-provider-aws,https://github.com/hashicorp/terraform-provider-aws
terraform-provider-awscc,https://github.com/hashicorp/terraform-provider-awscc
terraform-provider-azuread,https://github.com/hashicorp/terraform-provider-azuread
terraform-provider-azurerm,https://github.com/hashicorp/terraform-provider-azurerm
terraform-provider-azurestack,https://github.com/hashicorp/terraform-provider-azurestack
terraform-provider-boundary,https://github.com/hashicorp/terraform-provider-boundary
terraform-provider-cloudinit,https://github.com/hashicorp/terraform-provider-cloudinit
terraform-provider-consul,https://github.com/hashicorp/terraform-provider-consul
terraform-provider-corner,https://github.com/hashicorp/terraform-provider-corner
terraform-provider-dns,https://github.com/hashicorp/terraform-provider-dns
terraform-provider-external,https://github.com/hashicorp/terraform-provider-external
terraform-provider-fakewebservices,https://github.com/hashicorp/terraform-provider-fakewebservices
terraform-provider-google,https://github.com/hashicorp/terraform-provider-google
terraform-provider-google-beta,https://github.com/hashicorp/terraform-provider-google-beta
terraform-provider-googleworkspace,https://github.com/hashicorp/terraform-provider-googleworkspace
terraform-provider-hashicups,https://github.com/hashicorp/terraform-provider-hashicups
terraform-provider-hcp,https://github.com/hashicorp/terraform-provider-hcp
terraform-provider-hcs,https://github.com/hashicorp/terraform-provider-hcs
terraform-provider-helm,https://github.com/hashicorp/terraform-provider-helm
terraform-provider-http,https://github.com/hashicorp/terraform-provider-http
terraform-provider-kubernetes,https://github.com/hashicorp/terraform-provider-kubernetes
terraform-provider-local,https://github.com/hashicorp/terraform-provider-local
terraform-provider-nomad,https://github.com/hashicorp/terraform-provider-nomad
terraform-provider-null,https://github.com/hashicorp/terraform-provider-null
terraform-provider-random,https://github.com/hashicorp/terraform-provider-random
terraform-provider-scaffolding-framework,https://github.com/hashicorp/terraform-provider-scaffolding-framework
terraform-provider-tfcoremock,https://github.com/hashicorp/terraform-provider-tfcoremock
terraform-provider-tfe,https://github.com/hashicorp/terraform-provider-tfe
terraform-provider-tfmigrate,https://github.com/hashicorp/terraform-provider-tfmigrate
terraform-provider-time,https://github.com/hashicorp/terraform-provider-time
terraform-provider-tls,https://github.com/hashicorp/terraform-provider-tls
terraform-provider-vault,https://github.com/hashicorp/terraform-provider-vault
terraform-provider-vsphere,https://github.com/hashicorp/terraform-provider-vsphere
terraform-providers-devex,https://github.com/hashicorp/terraform-providers-devex
terraform-provisioner-migration,https://github.com/hashicorp/terraform-provisioner-migration
terraform-quake-azure,https://github.com/hashicorp/terraform-quake-azure
terraform-random-module,https://github.com/hashicorp/terraform-random-module
terraform-random-no-code-module,https://github.com/hashicorp/terraform-random-no-code-module
terraform-random-tfe-utility,https://github.com/hashicorp/terraform-random-tfe-utility
terraform-registry-address,https://github.com/hashicorp/terraform-registry-address
terraform-run-task-scaffolding-go,https://github.com/hashicorp/terraform-run-task-scaffolding-go
terraform-runtask-integrations,https://github.com/hashicorp/terraform-runtask-integrations
terraform-schema,https://github.com/hashicorp/terraform-schema
terraform-sentinel-policies,https://github.com/hashicorp/terraform-sentinel-policies
terraform-svchost,https://github.com/hashicorp/terraform-svchost
terraform-template-dir,https://github.com/hashicorp/terraform-template-dir
terraform-tfe-terraform-versions,https://github.com/hashicorp/terraform-tfe-terraform-versions
test-policy-set,https://github.com/hashicorp/test-policy-set
tf-cloud-webinar,https://github.com/hashicorp/tf-cloud-webinar
tf-editor-exp-demos,https://github.com/hashicorp/tf-editor-exp-demos
tfc-getting-started,https://github.com/hashicorp/tfc-getting-started
tfc-policy-sets-migration,https://github.com/hashicorp/tfc-policy-sets-migration
tfc-workflows-github,https://github.com/hashicorp/tfc-workflows-github
tfc-workflows-gitlab,https://github.com/hashicorp/tfc-workflows-gitlab
tfc-workflows-tooling,https://github.com/hashicorp/tfc-workflows-tooling
tfc-workshops-sentinel,https://github.com/hashicorp/tfc-workshops-sentinel
tfe-policies-example,https://github.com/hashicorp/tfe-policies-example
tfe-ux-core-practitioner,https://github.com/hashicorp/tfe-ux-core-practitioner
token-talk,https://github.com/hashicorp/token-talk
torii,https://github.com/hashicorp/torii
user-research-example-config,https://github.com/hashicorp/user-research-example-config
vagrant,https://github.com/hashicorp/vagrant
vagrant_cloud,https://github.com/hashicorp/vagrant_cloud
vagrant-guest-plugin-skeleton-go,https://github.com/hashicorp/vagrant-guest-plugin-skeleton-go
vagrant-guest-plugin-skeleton-ruby,https://github.com/hashicorp/vagrant-guest-plugin-skeleton-ruby
vagrant-installers,https://github.com/hashicorp/vagrant-installers
vagrant-plugin-changelog,https://github.com/hashicorp/vagrant-plugin-changelog
vagrant-plugin-sdk,https://github.com/hashicorp/vagrant-plugin-sdk
vagrant-share,https://github.com/hashicorp/vagrant-share
vagrant-spec,https://github.com/hashicorp/vagrant-spec
vagrant-vmware-desktop,https://github.com/hashicorp/vagrant-vmware-desktop
vault,https://github.com/hashicorp/vault
vault-action,https://github.com/hashicorp/vault-action
vault-auth-plugin-example,https://github.com/hashicorp/vault-auth-plugin-example
vault-benchmark,https://github.com/hashicorp/vault-benchmark
vault-chip-assets,https://github.com/hashicorp/vault-chip-assets
vault-client-dotnet,https://github.com/hashicorp/vault-client-dotnet
vault-client-go,https://github.com/hashicorp/vault-client-go
vault-csi-provider,https://github.com/hashicorp/vault-csi-provider
vault-demo-server,https://github.com/hashicorp/vault-demo-server
Vault-DevEx-Usability-Study,https://github.com/hashicorp/Vault-DevEx-Usability-Study
vault-examples,https://github.com/hashicorp/vault-examples
vault-guides,https://github.com/hashicorp/vault-guides
vault-hcp-lib,https://github.com/hashicorp/vault-hcp-lib
vault-helm,https://github.com/hashicorp/vault-helm
vault-k8s,https://github.com/hashicorp/vault-k8s
vault-lambda-extension,https://github.com/hashicorp/vault-lambda-extension
vault-msgraph-sdk,https://github.com/hashicorp/vault-msgraph-sdk
vault-pki-cieps-example,https://github.com/hashicorp/vault-pki-cieps-example
vault-plugin-auth-alicloud,https://github.com/hashicorp/vault-plugin-auth-alicloud
vault-plugin-auth-azure,https://github.com/hashicorp/vault-plugin-auth-azure
vault-plugin-auth-centrify,https://github.com/hashicorp/vault-plugin-auth-centrify
vault-plugin-auth-cf,https://github.com/hashicorp/vault-plugin-auth-cf
vault-plugin-auth-gcp,https://github.com/hashicorp/vault-plugin-auth-gcp
vault-plugin-auth-jwt,https://github.com/hashicorp/vault-plugin-auth-jwt
vault-plugin-auth-kerberos,https://github.com/hashicorp/vault-plugin-auth-kerberos
vault-plugin-auth-kubernetes,https://github.com/hashicorp/vault-plugin-auth-kubernetes
vault-plugin-auth-oci,https://github.com/hashicorp/vault-plugin-auth-oci
vault-plugin-database-couchbase,https://github.com/hashicorp/vault-plugin-database-couchbase
vault-plugin-database-elasticsearch,https://github.com/hashicorp/vault-plugin-database-elasticsearch
vault-plugin-database-mongodbatlas,https://github.com/hashicorp/vault-plugin-database-mongodbatlas
vault-plugin-database-oracle,https://github.com/hashicorp/vault-plugin-database-oracle
vault-plugin-database-redis,https://github.com/hashicorp/vault-plugin-database-redis
vault-plugin-database-redis-elasticache,https://github.com/hashicorp/vault-plugin-database-redis-elasticache
vault-plugin-database-snowflake,https://github.com/hashicorp/vault-plugin-database-snowflake
vault-plugin-mock,https://github.com/hashicorp/vault-plugin-mock
vault-plugin-secrets-ad,https://github.com/hashicorp/vault-plugin-secrets-ad
vault-plugin-secrets-alicloud,https://github.com/hashicorp/vault-plugin-secrets-alicloud
vault-plugin-secrets-azure,https://github.com/hashicorp/vault-plugin-secrets-azure
vault-plugin-secrets-gcp,https://github.com/hashicorp/vault-plugin-secrets-gcp
vault-plugin-secrets-gcpkms,https://github.com/hashicorp/vault-plugin-secrets-gcpkms
vault-plugin-secrets-kubernetes,https://github.com/hashicorp/vault-plugin-secrets-kubernetes
vault-plugin-secrets-kv,https://github.com/hashicorp/vault-plugin-secrets-kv
vault-plugin-secrets-mongodbatlas,https://github.com/hashicorp/vault-plugin-secrets-mongodbatlas
vault-plugin-secrets-openldap,https://github.com/hashicorp/vault-plugin-secrets-openldap
vault-plugin-secrets-terraform,https://github.com/hashicorp/vault-plugin-secrets-terraform
vault-provision-example,https://github.com/hashicorp/vault-provision-example
vault-rails,https://github.com/hashicorp/vault-rails
vault-ruby,https://github.com/hashicorp/vault-ruby
vault-secrets-gateway-helm,https://github.com/hashicorp/vault-secrets-gateway-helm
vault-secrets-operator,https://github.com/hashicorp/vault-secrets-operator
vault-selinux-policies,https://github.com/hashicorp/vault-selinux-policies
vault-service-broker,https://github.com/hashicorp/vault-service-broker
vault-servicenow-credential-resolver,https://github.com/hashicorp/vault-servicenow-credential-resolver
vault-ssh-helper,https://github.com/hashicorp/vault-ssh-helper
vault-testing-stepwise,https://github.com/hashicorp/vault-testing-stepwise
vault-workflows-common,https://github.com/hashicorp/vault-workflows-common
vic,https://github.com/hashicorp/vic
vscode-hcl,https://github.com/hashicorp/vscode-hcl
vscode-sentinel,https://github.com/hashicorp/vscode-sentinel
vscode-terraform,https://github.com/hashicorp/vscode-terraform
waypoint-template-go-protobuf-api,https://github.com/hashicorp/waypoint-template-go-protobuf-api
web-platform-packages,https://github.com/hashicorp/web-platform-packages
webinar-vault-hiera-puppet,https://github.com/hashicorp/webinar-vault-hiera-puppet
workshop-puzzles,https://github.com/hashicorp/workshop-puzzles
yamux,https://github.com/hashicorp/yamux
